wl,fighterx,fightery,agex,heightx,reachx,slpmx,stacx,sapmx,tdavgx,tdaccx,tddefx,subavgx,winsx,lossesx,drawsx,stanceopenstancex,stanceorthodoxx,stancesouthpawx,stanceswitchx,agey,heighty,reachy,slpmy,stacy,sapmy,tdavgy,tdaccy,tddefy,subavgy,winsy,lossesy,drawsy,stanceopenstancey,stanceorthodoxy,stancesouthpawy,stanceswitchy
0,AJ Dobson,Armen Petrosyan,32,73,76,4,47,47,1,75,64,0,7,2,0,0,1,0,0,33,75,71,5,52,56,0,33,31,0,9,3,0,0,1,0,0
0,AJ Fletcher,Bryan Battle,27,70,67,3,49,46,1,35,33,0,10,3,0,0,0,0,1,29,73,77,4,54,42,0,25,45,0,11,2,0,0,1,0,0
1,AJ Fletcher,Themba Gorimbo,27,70,67,3,49,46,1,35,33,0,10,3,0,0,0,0,1,33,73,77,2,60,46,3,45,66,0,12,4,0,0,1,0,0
0,Aaron Phillips,Gaston Bolanos,34,69,71,1,53,43,0,50,44,0,12,5,0,0,0,1,0,31,67,69,3,43,49,0,0,50,0,7,4,0,0,1,0,0
1,Aaron Riley,Jorge Gurgel,43,68,69,3,34,61,1,34,60,0,30,14,1,0,0,1,0,47,67,69,3,32,62,0,23,60,0,14,10,0,0,1,0,0
0,Aaron Riley,Shane Nelson,43,68,69,3,34,61,1,34,60,0,30,14,1,0,0,1,0,39,69,70,1,31,61,1,18,54,1,16,7,0,0,0,1,0
0,Aaron Riley,Spencer Fisher,43,68,69,3,34,61,1,34,60,0,30,14,1,0,0,1,0,47,67,68,3,43,64,0,30,60,0,24,9,0,0,0,1,0
1,Aaron Simpson,Eric Schafer,49,72,73,3,52,56,3,34,83,0,12,5,0,0,1,0,0,46,75,76,1,34,56,1,36,50,1,14,8,2,0,1,0,0
0,Aaron Simpson,Chris Leben,49,72,73,3,52,56,3,34,83,0,12,5,0,0,1,0,0,43,71,73,2,42,52,1,41,53,0,22,11,0,0,0,1,0
0,Aaron Simpson,Mike Pierce,49,72,73,3,52,56,3,34,83,0,12,5,0,0,1,0,0,43,68,71,2,42,62,3,42,71,0,17,7,0,0,1,0,0
0,Aaron Simpson,Mark Munoz,49,72,73,3,52,56,3,34,83,0,12,5,0,0,1,0,0,46,72,71,3,51,57,3,29,57,0,14,6,0,0,1,0,0
0,Abdul Razak Alhassan,Khaos Williams,38,70,73,3,48,55,0,38,50,0,12,6,0,0,1,0,0,29,72,77,5,39,42,0,0,80,0,14,3,0,0,1,0,0
1,Abdul Razak Alhassan,Sabah Homasi,38,70,73,3,48,55,0,38,50,0,12,6,0,0,1,0,0,35,72,72,4,48,47,2,50,66,0,11,8,0,0,1,0,0
0,Abel Trujillo,John Makdessi,40,68,70,2,41,59,2,45,40,0,15,8,0,0,1,0,0,38,68,68,5,49,68,0,0,86,0,18,9,0,0,1,0,0
1,Abel Trujillo,Marcus LeVesseur,40,68,70,2,41,59,2,45,40,0,15,8,0,0,1,0,0,41,69,70,2,64,37,3,36,83,0,22,7,0,0,0,1,0
0,Abel Trujillo,James Vick,40,68,70,2,41,59,2,45,40,0,15,8,0,0,1,0,0,37,75,76,4,39,60,0,33,57,0,13,5,0,0,1,0,0
0,Abel Trujillo,Tony Ferguson,40,68,70,2,41,59,2,45,40,0,15,8,0,0,1,0,0,40,71,76,4,45,55,0,35,67,0,26,10,0,0,1,0,0
0,Abu Azaitar,Marc-Andre Barriault,37,69,76,4,43,51,1,37,42,0,14,4,1,0,1,0,0,34,73,74,6,47,52,0,25,67,0,16,7,0,0,1,0,0
1,Abubakar Nurmagomedov,Gadzhi Omargadzhiev,34,71,72,2,53,65,1,22,88,0,17,4,1,0,1,0,0,31,73,71,1,39,39,1,30,60,0,13,2,0,0,0,0,1
0,Abus Magomedov,Caio Borralho,33,74,78,3,42,54,0,50,10,0,25,6,1,0,1,0,0,31,70,75,2,58,60,2,63,57,0,15,1,0,0,0,1,0
1,Abus Magomedov,Dustin Stoltzfus,33,74,78,3,42,54,0,50,10,0,25,6,1,0,1,0,0,32,72,75,3,44,48,2,40,46,0,15,5,0,0,1,0,0
1,Adam Milstead,Chris de la Rocha,36,75,76,3,46,43,0,0,64,0,8,4,0,0,1,0,0,44,75,80,4,45,43,2,30,33,1,5,3,0,0,1,0,0
1,Adam Wieczorek,Anthony Hamilton,32,77,81,1,38,48,0,33,58,0,10,2,0,0,1,0,0,43,77,76,3,65,45,2,42,78,0,15,9,0,0,1,0,0
0,Adam Wieczorek,Marcos Rogerio de Lima,32,77,81,1,38,48,0,33,58,0,10,2,0,0,1,0,0,38,73,75,3,57,51,1,45,59,0,22,10,1,0,1,0,0
1,Adam Wieczorek,Arjan Bhullar,32,77,81,1,38,48,0,33,58,0,10,2,0,0,1,0,0,37,73,75,2,56,59,1,75,10,0,9,1,0,0,1,0,0
0,Adam Yandiev,Jordan Johnson,35,69,74,0,8,36,0,0,25,0,9,1,0,0,1,0,0,35,74,79,3,47,53,3,42,10,1,10,0,0,0,1,0,0
1,Adrian Yanez,Davey Grant,30,67,70,6,39,57,0,0,10,0,16,5,0,0,1,0,0,38,68,69,4,42,55,1,41,61,0,15,7,0,0,1,0,0
0,Adriano Martins,Kajan Johnson,41,70,72,1,38,65,0,80,81,0,28,9,0,0,0,1,0,39,71,75,2,42,64,1,37,62,0,23,13,1,0,1,0,0
0,Adriano Martins,Donald Cerrone,41,70,72,1,38,65,0,80,81,0,28,9,0,0,0,1,0,40,73,73,4,46,53,1,33,73,1,36,17,0,0,1,0,0
1,Adriano Martins,Daron Cruickshank,41,70,72,1,38,65,0,80,81,0,28,9,0,0,0,1,0,38,68,72,2,38,57,2,41,60,0,18,10,0,0,0,0,1
1,Adriano Martins,Rustam Khabilov,41,70,72,1,38,65,0,80,81,0,28,9,0,0,0,1,0,37,68,73,1,34,65,3,41,61,0,24,4,0,0,1,0,0
0,Aiemann Zahabi,Ricardo Ramos,36,68,68,3,43,72,0,16,75,0,10,2,0,0,1,0,0,28,69,72,3,37,57,2,59,72,0,16,5,0,0,1,0,0
1,Aiemann Zahabi,Aoriqileng,36,68,68,3,43,72,0,16,75,0,10,2,0,0,1,0,0,30,67,69,5,50,47,1,46,58,0,25,10,0,0,1,0,0
1,Aiemann Zahabi,Reginaldo Vieira,36,68,68,3,43,72,0,16,75,0,10,2,0,0,1,0,0,41,67,65,3,40,59,1,27,25,0,13,5,0,0,1,0,0
1,Aiemann Zahabi,Ricky Turcios,36,68,68,3,43,72,0,16,75,0,10,2,0,0,1,0,0,30,69,71,5,37,55,1,25,45,0,13,3,0,0,1,0,0
1,Ailin Perez,Lucie Pudilova,29,65,66,2,55,57,4,50,75,0,9,2,0,0,0,0,1,29,68,67,3,37,51,0,27,66,0,14,9,0,0,1,0,0
0,Ailin Perez,Stephanie Egger,29,65,66,2,55,57,4,50,75,0,9,2,0,0,0,0,1,35,66,68,2,46,52,2,42,50,0,8,5,0,0,1,0,0
0,Aisling Daly,Randa Markos,36,62,64,2,52,55,2,41,33,0,16,6,0,0,1,0,0,38,64,63,2,43,58,1,28,52,0,11,12,1,0,1,0,0
0,Akira Corassani,Sam Sicilia,41,68,68,3,45,50,0,28,86,0,12,6,0,0,1,0,0,38,68,67,2,33,59,1,43,70,0,15,8,0,0,1,0,0
1,Akira Corassani,Andy Ogle,41,68,68,3,45,50,0,28,86,0,12,6,0,0,1,0,0,35,68,69,2,44,50,1,26,58,0,9,6,0,0,1,0,0
0,Akira Corassani,Max Holloway,41,68,68,3,45,50,0,28,86,0,12,6,0,0,1,0,0,32,71,69,7,47,59,0,53,84,0,25,7,0,0,1,0,0
1,Al Iaquinta,Kevin Lee,36,70,70,4,40,61,0,18,74,0,14,7,1,0,1,0,0,31,69,77,3,42,50,3,43,75,0,18,8,0,0,1,0,0
1,Al Iaquinta,Jorge Masvidal,36,70,70,4,40,61,0,18,74,0,14,7,1,0,1,0,0,39,71,74,4,47,64,1,59,72,0,35,17,0,0,1,0,0
0,Al Iaquinta,Bobby Green,36,70,70,4,40,61,0,18,74,0,14,7,1,0,1,0,0,37,70,71,6,52,62,1,37,74,0,31,15,1,0,1,0,0
0,Al Iaquinta,Mitch Clarke,36,70,70,4,40,61,0,18,74,0,14,7,1,0,1,0,0,38,70,73,2,34,47,0,15,50,0,11,5,0,0,1,0,0
1,Al Iaquinta,Joe Lauzon,36,70,70,4,40,61,0,18,74,0,14,7,1,0,1,0,0,39,70,71,2,39,54,2,45,54,2,28,16,0,0,1,0,0
0,Al Iaquinta,Khabib Nurmagomedov,36,70,70,4,40,61,0,18,74,0,14,7,1,0,1,0,0,35,70,70,4,48,65,5,48,84,0,29,0,0,0,1,0,0
0,Al Iaquinta,Donald Cerrone,36,70,70,4,40,61,0,18,74,0,14,7,1,0,1,0,0,40,73,73,4,46,53,1,33,73,1,36,17,0,0,1,0,0
1,Al Iaquinta,Kevin Lee,36,70,70,4,40,61,0,18,74,0,14,7,1,0,1,0,0,31,69,77,3,42,50,3,43,75,0,18,8,0,0,1,0,0
0,Alan Baudot,Parker Porter,36,75,79,5,58,46,0,0,62,0,8,3,0,0,1,0,0,38,72,75,6,50,51,1,26,66,0,14,9,0,0,1,0,0
0,Alan Baudot,Josh Parisian,36,75,79,5,58,46,0,0,62,0,8,3,0,0,1,0,0,34,76,79,4,48,41,0,33,46,0,15,7,0,0,1,0,0
0,Alan Belcher,Yoshihiro Akiyama,39,74,75,2,41,59,0,26,55,0,18,8,0,0,1,0,0,48,70,75,3,41,57,2,67,92,1,14,6,0,0,1,0,0
1,Alan Belcher,Patrick Cote,39,74,75,2,41,59,0,26,55,0,18,8,0,0,1,0,0,44,71,75,2,48,48,0,20,43,0,23,11,0,0,1,0,0
1,Alan Belcher,Jason MacDonald,39,74,75,2,41,59,0,26,55,0,18,8,0,0,1,0,0,48,75,80,1,52,46,1,16,35,2,25,16,0,0,1,0,0
0,Alan Belcher,Jason Day,39,74,75,2,41,59,0,26,55,0,18,8,0,0,1,0,0,42,72,72,3,54,47,1,10,0,0,19,12,0,0,1,0,0
0,Alan Belcher,Yushin Okami,39,74,75,2,41,59,0,26,55,0,18,8,0,0,1,0,0,42,74,75,2,38,60,1,39,84,0,34,12,0,0,0,1,0
0,Alan Belcher,Michael Bisping,39,74,75,2,41,59,0,26,55,0,18,8,0,0,1,0,0,45,73,75,4,38,65,1,43,63,0,30,9,0,0,1,0,0
1,Alan Belcher,Denis Kang,39,74,75,2,41,59,0,26,55,0,18,8,0,0,1,0,0,46,71,77,2,35,67,2,65,38,1,35,16,2,0,1,0,0
1,Alan Jouban,Jared Gooden,42,72,73,5,50,60,0,44,58,0,17,7,0,0,0,1,0,30,72,77,5,49,48,0,10,65,0,23,9,0,0,1,0,0
0,Alan Jouban,Niko Price,42,72,73,5,50,60,0,44,58,0,17,7,0,0,0,1,0,34,72,76,5,42,48,0,20,64,0,15,7,0,0,1,0,0
1,Alan Jouban,Richard Walsh,42,72,73,5,50,60,0,44,58,0,17,7,0,0,0,1,0,35,72,73,3,46,58,1,40,66,0,9,5,0,0,1,0,0
1,Alan Jouban,Mike Perry,42,72,73,5,50,60,0,44,58,0,17,7,0,0,0,1,0,32,70,71,4,47,52,0,40,78,0,14,8,0,0,1,0,0
0,Alan Patrick,Mairbek Taisumov,40,71,74,1,40,43,3,33,43,0,15,4,0,0,0,1,0,35,69,73,2,39,64,1,63,88,0,27,6,0,0,1,0,0
1,Alan Patrick,Stevie Ray,40,71,74,1,40,43,3,33,43,0,15,4,0,0,0,1,0,33,70,70,3,44,54,0,46,55,0,23,9,0,0,0,1,0
1,Alan Patrick,Damien Brown,40,71,74,1,40,43,3,33,43,0,15,4,0,0,0,1,0,39,70,68,3,38,50,0,27,53,0,17,12,0,0,1,0,0
0,Alan Patrick,Bobby Green,40,71,74,1,40,43,3,33,43,0,15,4,0,0,0,1,0,37,70,71,6,52,62,1,37,74,0,31,15,1,0,1,0,0
0,Alan Patrick,Scott Holtzman,40,71,74,1,40,43,3,33,43,0,15,4,0,0,0,1,0,40,69,69,4,47,55,1,56,67,0,14,6,0,0,1,0,0
0,Alan Patrick,Michael Johnson,40,71,74,1,40,43,3,33,43,0,15,4,0,0,0,1,0,37,70,73,4,39,57,0,41,81,0,23,19,0,0,0,1,0
1,Alan Patrick,John Makdessi,40,71,74,1,40,43,3,33,43,0,15,4,0,0,0,1,0,38,68,68,5,49,68,0,0,86,0,18,9,0,0,1,0,0
0,Alatengheili,Gustavo Lopez,32,65,66,2,33,58,1,40,72,0,16,9,2,0,1,0,0,34,65,67,2,40,57,1,41,31,0,12,6,1,0,1,0,0
1,Alatengheili,Batgerel Danaa,32,65,66,2,33,58,1,40,72,0,16,9,2,0,1,0,0,34,67,70,5,36,47,0,50,62,0,12,5,0,0,1,0,0
0,Alatengheili,Chris Gutierrez,32,65,66,2,33,58,1,40,72,0,16,9,2,0,1,0,0,32,69,67,4,58,63,0,30,69,0,20,6,2,0,1,0,0
1,Albert Duraev,Roman Kopylov,35,71,75,2,40,59,1,29,66,0,16,5,0,0,1,0,0,32,72,75,4,54,60,0,50,87,0,12,3,0,0,0,1,0
0,Albert Duraev,JunYong Park,35,71,75,2,40,59,1,29,66,0,16,5,0,0,1,0,0,33,70,73,4,50,53,1,50,57,1,17,6,0,0,1,0,0
0,Albert Duraev,Joaquin Buckley,35,71,75,2,40,59,1,29,66,0,16,5,0,0,1,0,0,29,70,76,3,33,57,1,36,65,0,17,6,0,0,0,1,0
1,Albert Morales,Andre Soukhamthath,32,69,72,3,35,56,0,35,70,0,7,4,1,0,1,0,0,35,69,70,2,44,49,1,53,58,0,13,8,0,0,1,0,0
0,Albert Morales,Thomas Almeida,32,69,72,3,35,56,0,35,70,0,7,4,1,0,1,0,0,32,67,70,4,43,61,0,14,75,0,22,5,0,0,0,1,0
0,Albert Morales,Alejandro Perez,32,69,72,3,35,56,0,35,70,0,7,4,1,0,1,0,0,34,66,67,3,35,61,0,22,70,0,23,9,1,0,1,0,0
1,Albert Tumenov,Matt Dwyer,32,71,73,3,42,58,0,20,75,0,18,4,0,0,1,0,0,34,76,76,2,34,54,0,10,60,0,9,4,0,0,1,0,0
1,Albert Tumenov,Alan Jouban,32,71,73,3,42,58,0,20,75,0,18,4,0,0,1,0,0,42,72,73,5,50,60,0,44,58,0,17,7,0,0,0,1,0
1,Albert Tumenov,Lorenz Larkin,32,71,73,3,42,58,0,20,75,0,18,4,0,0,1,0,0,37,71,72,3,46,63,0,42,79,0,18,6,0,0,1,0,0
1,Albert Tumenov,Nicholas Musoke,32,71,73,3,42,58,0,20,75,0,18,4,0,0,1,0,0,37,72,75,3,35,57,1,19,82,0,13,5,0,0,1,0,0
0,Albert Tumenov,Leon Edwards,32,71,73,3,42,58,0,20,75,0,18,4,0,0,1,0,0,32,74,74,2,53,54,1,34,70,0,22,3,0,0,0,1,0
0,Alberto Mina,Ramazan Emeev,41,72,77,3,38,47,1,20,50,0,13,1,0,0,1,0,0,36,70,76,2,45,65,2,29,66,0,20,6,0,0,0,1,0
1,Alberto Mina,Shinsho Anzai,41,72,77,3,38,47,1,20,50,0,13,1,0,0,1,0,0,38,67,70,3,58,45,1,16,75,0,10,3,0,0,1,0,0
1,Alejandro Perez,Scott Jorgensen,34,66,67,3,35,61,0,22,70,0,23,9,1,0,1,0,0,41,65,66,3,40,65,2,45,59,0,15,12,0,0,1,0,0
1,Alejandro Perez,Iuri Alcantara,34,66,67,3,35,61,0,22,70,0,23,9,1,0,1,0,0,43,69,71,2,45,49,1,62,60,0,35,10,0,0,0,1,0
1,Alejandro Perez,Eddie Wineland,34,66,67,3,35,61,0,22,70,0,23,9,1,0,1,0,0,39,67,69,3,29,68,0,33,86,0,24,16,1,0,1,0,0
0,Alejandro Perez,Jonathan Martinez,34,66,67,3,35,61,0,22,70,0,23,9,1,0,1,0,0,29,68,70,4,50,58,0,41,69,0,19,4,0,0,0,1,0
0,Alejandro Perez,Cody Stamann,34,66,67,3,35,61,0,22,70,0,23,9,1,0,1,0,0,34,66,64,4,47,62,2,39,76,0,21,6,1,0,1,0,0
1,Alejandro Perez,Jose Quinonez,34,66,67,3,35,61,0,22,70,0,23,9,1,0,1,0,0,33,68,69,3,45,64,2,47,42,0,9,5,0,0,0,1,0
0,Aleksa Camur,Tanner Boser,28,73,74,4,57,54,0,22,50,0,6,3,0,0,1,0,0,32,74,75,4,52,58,0,0,63,0,21,10,1,0,1,0,0
0,Aleksa Camur,Nicolae Negumereanu,28,73,74,4,57,54,0,22,50,0,6,3,0,0,1,0,0,29,72,78,3,41,39,1,28,62,0,13,2,0,0,1,0,0
1,Aleksandar Rakic,Francimar Barroso,32,76,78,4,50,53,0,25,90,0,14,3,0,0,1,0,0,44,73,75,2,52,59,2,24,83,0,19,7,0,0,1,0,0
1,Aleksandar Rakic,Thiago Santos,32,76,78,4,50,53,0,25,90,0,14,3,0,0,1,0,0,40,74,76,3,48,53,0,33,65,0,22,11,0,0,1,0,0
0,Aleksandar Rakic,Jan Blachowicz,32,76,78,4,50,53,0,25,90,0,14,3,0,0,1,0,0,41,74,78,3,50,53,1,50,68,0,29,10,1,0,1,0,0
1,Aleksandar Rakic,Jimi Manuwa,32,76,78,4,50,53,0,25,90,0,14,3,0,0,1,0,0,44,73,79,3,54,49,0,18,70,0,17,6,0,0,1,0,0
1,Aleksandar Rakic,Justin Ledet,32,76,78,4,50,53,0,25,90,0,14,3,0,0,1,0,0,35,76,80,3,39,49,0,50,42,0,9,4,0,0,1,0,0
1,Aleksandar Rakic,Devin Clark,32,76,78,4,50,53,0,25,90,0,14,3,0,0,1,0,0,33,72,75,3,54,44,2,32,58,0,14,9,0,0,1,0,0
0,Aleksandra Albu,Emily Whitmire,33,62,63,4,47,38,2,50,77,0,3,2,0,0,1,0,0,32,65,63,2,31,54,1,66,70,0,4,5,0,0,1,0,0
0,Aleksandra Albu,Loma Lookboonmee,33,62,63,4,47,38,2,50,77,0,3,2,0,0,1,0,0,28,61,61,4,57,53,1,50,72,0,9,3,0,0,1,0,0
0,Aleksei Kunchenko,Gilbert Burns,39,68,70,3,44,63,0,33,80,0,20,2,0,0,1,0,0,37,70,71,3,48,54,1,35,47,0,22,6,0,0,1,0,0
1,Aleksei Kunchenko,Yushin Okami,39,68,70,3,44,63,0,33,80,0,20,2,0,0,1,0,0,42,74,75,2,38,60,1,39,84,0,34,12,0,0,0,1,0
0,Aleksei Oleinik,Daniel Omielanczuk,46,74,80,3,48,44,1,46,37,1,60,17,1,0,1,0,0,41,72,74,3,57,47,0,26,68,0,19,8,1,0,0,1,0
1,Aleksei Oleinik,Junior Albini,46,74,80,3,48,44,1,46,37,1,60,17,1,0,1,0,0,32,75,74,3,51,52,1,37,10,0,14,6,0,0,1,0,0
1,Aleksei Oleinik,Travis Browne,46,74,80,3,48,44,1,46,37,1,60,17,1,0,1,0,0,41,78,79,2,41,42,1,68,75,0,18,7,1,0,1,0,0
1,Aleksei Oleinik,Fabricio Werdum,46,74,80,3,48,44,1,46,37,1,60,17,1,0,1,0,0,46,76,77,3,52,55,1,31,31,1,24,9,1,0,1,0,0
0,Aleksei Oleinik,Alistair Overeem,46,74,80,3,48,44,1,46,37,1,60,17,1,0,1,0,0,43,76,80,3,64,57,1,55,73,0,47,19,0,0,1,0,0
0,Aleksei Oleinik,Ilir Latifi,46,74,80,3,48,44,1,46,37,1,60,17,1,0,1,0,0,41,70,73,2,45,56,2,35,10,0,17,9,0,0,1,0,0
0,Aleksei Oleinik,Derrick Lewis,46,74,80,3,48,44,1,46,37,1,60,17,1,0,1,0,0,39,75,79,2,50,40,0,26,53,0,27,12,0,0,1,0,0
0,Aleksei Oleinik,Serghei Spivac,46,74,80,3,48,44,1,46,37,1,60,17,1,0,1,0,0,29,75,78,3,49,49,4,64,70,0,16,4,0,0,1,0,0
0,Alen Amedovski,Krzysztof Jotko,35,70,74,0,30,46,0,0,0,0,8,4,0,0,1,0,0,34,73,77,2,42,57,1,39,82,0,24,6,0,0,0,1,0
0,Alessandro Costa,Steve Erceg,28,64,67,3,46,56,0,16,90,0,13,4,0,0,1,0,0,28,68,68,4,48,49,2,33,77,1,11,1,0,0,1,0,0
1,Alessio Di Chirico,Oluwale Bamgbose,34,72,74,3,39,61,1,39,83,0,13,7,0,0,1,0,0,36,71,78,2,48,55,0,33,37,0,6,4,0,0,0,0,1
0,Alessio Di Chirico,Bojan Velickovic,34,72,74,3,39,61,1,39,83,0,13,7,0,0,1,0,0,35,72,76,2,34,57,0,25,55,0,15,6,1,0,0,1,0
0,Alessio Di Chirico,Zak Cummings,34,72,74,3,39,61,1,39,83,0,13,7,0,0,1,0,0,39,72,75,2,35,55,0,28,66,0,25,7,0,0,0,1,0
0,Alessio Di Chirico,Kevin Holland,34,72,74,3,39,61,1,39,83,0,13,7,0,0,1,0,0,31,75,81,4,49,51,0,38,53,0,25,10,0,0,1,0,0
0,Alessio Di Chirico,Eric Spicely,34,72,74,3,39,61,1,39,83,0,13,7,0,0,1,0,0,37,73,73,3,45,55,1,20,75,1,12,6,0,0,1,0,0
0,Alessio Di Chirico,Abdul Razak Alhassan,34,72,74,3,39,61,1,39,83,0,13,7,0,0,1,0,0,38,70,73,3,48,55,0,38,50,0,12,6,0,0,1,0,0
0,Alessio Di Chirico,Makhmud Muradov,34,72,74,3,39,61,1,39,83,0,13,7,0,0,1,0,0,34,74,75,4,43,61,3,66,77,0,26,8,0,0,1,0,0
1,Alessio Sakara,Thales Leites,42,72,72,3,47,59,2,78,62,0,19,11,0,0,1,0,0,42,73,78,2,40,52,2,27,30,1,28,9,0,0,1,0,0
1,Alessio Sakara,James Irvin,42,72,72,3,47,59,2,78,62,0,19,11,0,0,1,0,0,45,74,75,2,48,35,0,0,36,0,17,10,0,0,1,0,0
0,Alessio Sakara,Chris Leben,42,72,72,3,47,59,2,78,62,0,19,11,0,0,1,0,0,43,71,73,2,42,52,1,41,53,0,22,11,0,0,0,1,0
0,Alessio Sakara,Houston Alexander,42,72,72,3,47,59,2,78,62,0,19,11,0,0,1,0,0,51,72,72,3,54,52,1,57,33,0,17,15,1,0,1,0,0
0,Alex Caceres,Masanori Kanehara,35,70,73,4,50,63,0,68,64,0,21,14,0,0,0,1,0,41,67,67,1,49,62,1,50,63,0,26,12,5,0,1,0,0
1,Alex Caceres,Daniel Pineda,35,70,73,4,50,63,0,68,64,0,21,14,0,0,0,1,0,38,67,69,3,49,46,1,25,48,1,28,15,0,0,1,0,0
0,Alex Caceres,Francisco Rivera,35,70,73,4,50,63,0,68,64,0,21,14,0,0,0,1,0,42,68,70,4,41,68,1,63,68,0,11,7,0,0,1,0,0
0,Alex Caceres,Kron Gracie,35,70,73,4,50,63,0,68,64,0,21,14,0,0,0,1,0,35,69,70,3,44,53,0,25,0,0,5,2,0,0,0,1,0
0,Alex Caceres,Sodiq Yusuff,35,70,73,4,50,63,0,68,64,0,21,14,0,0,0,1,0,30,69,71,5,49,54,0,20,62,0,13,3,0,0,1,0,0
1,Alex Caceres,Steven Peterson,35,70,73,4,50,63,0,68,64,0,21,14,0,0,0,1,0,33,70,70,4,40,53,1,26,64,0,19,11,0,0,1,0,0
1,Alex Caceres,Sergio Pettis,35,70,73,4,50,63,0,68,64,0,21,14,0,0,0,1,0,30,66,69,3,37,65,0,40,67,0,18,5,0,0,1,0,0
1,Alex Caceres,Damacio Page,35,70,73,4,50,63,0,68,64,0,21,14,0,0,0,1,0,41,66,66,2,38,51,2,64,23,0,19,10,0,0,1,0,0
1,Alex Caceres,Rolando Dy,35,70,73,4,50,63,0,68,64,0,21,14,0,0,0,1,0,33,68,69,3,37,52,0,20,68,0,9,7,1,0,1,0,0
0,Alex Caceres,Jimy Hettes,35,70,73,4,50,63,0,68,64,0,21,14,0,0,0,1,0,36,69,71,3,57,57,5,44,61,1,11,3,0,0,0,1,0
0,Alex Caceres,Yair Rodriguez,35,70,73,4,50,63,0,68,64,0,21,14,0,0,0,1,0,31,71,71,4,46,52,0,27,58,0,16,5,0,0,1,0,0
0,Alex Caceres,Wang Guan,35,70,73,4,50,63,0,68,64,0,21,14,0,0,0,1,0,37,69,71,4,43,60,0,0,0,0,20,1,1,0,1,0,0
0,Alex Caceres,Edwin Figueroa,35,70,73,4,50,63,0,68,64,0,21,14,0,0,0,1,0,39,67,69,2,39,51,0,10,37,0,9,5,0,0,1,0,0
0,Alex Caceres,Jason Knight,35,70,73,4,50,63,0,68,64,0,21,14,0,0,0,1,0,31,70,71,2,33,51,1,31,47,1,20,5,0,0,1,0,0
0,Alex Chambers,Aisling Daly,45,63,63,2,54,50,2,41,53,1,5,5,0,0,0,1,0,36,62,64,2,52,55,2,41,33,0,16,6,0,0,1,0,0
0,Alex Chambers,Paige VanZant,45,63,63,2,54,50,2,41,53,1,5,5,0,0,0,1,0,29,64,65,3,52,42,1,33,34,1,8,5,0,0,1,0,0
0,Alex Chambers,Livinha Souza,45,63,63,2,54,50,2,41,53,1,5,5,0,0,0,1,0,32,63,63,1,45,56,2,45,40,1,14,4,0,0,1,0,0
0,Alex Da Silva,Joe Solecki,28,68,73,2,46,56,1,43,76,0,21,4,0,0,1,0,0,30,69,70,2,56,52,2,50,50,1,13,4,0,0,1,0,0
0,Alex Garcia,Tim Means,36,69,72,1,31,59,3,52,66,0,15,6,0,0,1,0,0,40,74,75,5,49,60,1,42,65,0,33,15,1,0,1,0,0
0,Alex Garcia,Sean Strickland,36,69,72,1,31,59,3,52,66,0,15,6,0,0,1,0,0,33,73,76,5,41,62,0,64,77,0,28,6,0,0,1,0,0
0,Alex Garcia,Court McGee,36,69,72,1,31,59,3,52,66,0,15,6,0,0,1,0,0,39,71,75,4,37,60,1,25,69,0,22,12,0,0,1,0,0
1,Alex Garcia,Mike Swick,36,69,72,1,31,59,3,52,66,0,15,6,0,0,1,0,0,44,73,77,2,37,54,1,50,61,0,15,6,0,0,1,0,0
1,Alex Garcia,Muslim Salikhov,36,69,72,1,31,59,3,52,66,0,15,6,0,0,1,0,0,39,71,70,3,51,62,1,40,73,0,19,5,0,0,1,0,0
1,Alex Garcia,Sean Spencer,36,69,72,1,31,59,3,52,66,0,15,6,0,0,1,0,0,36,70,74,4,32,60,0,33,68,0,12,6,0,0,1,0,0
0,Alex Garcia,Neil Magny,36,69,72,1,31,59,3,52,66,0,15,6,0,0,1,0,0,36,75,80,3,46,52,2,40,54,0,29,12,0,0,1,0,0
0,Alex Gorgees,Damir Ismagulov,28,74,74,0,32,38,0,0,54,0,6,1,0,0,0,0,1,33,70,74,3,42,61,1,28,70,0,24,3,0,0,1,0,0
1,Alex Morono,David Zawada,33,71,72,5,41,58,0,22,50,0,23,9,0,0,1,0,0,33,72,75,3,41,55,0,33,57,1,17,7,0,0,1,0,0
1,Alex Morono,Mickey Gall,33,71,72,5,41,58,0,22,50,0,23,9,0,0,1,0,0,32,74,74,2,46,49,1,30,36,1,7,5,0,0,0,0,1
1,Alex Morono,Zak Ottow,33,71,72,5,41,58,0,22,50,0,23,9,0,0,1,0,0,37,71,72,2,36,58,0,29,57,0,17,7,0,0,1,0,0
0,Alex Morono,Khaos Williams,33,71,72,5,41,58,0,22,50,0,23,9,0,0,1,0,0,29,72,77,5,39,42,0,0,80,0,14,3,0,0,1,0,0
1,Alex Morono,Joshua Burkman,33,71,72,5,41,58,0,22,50,0,23,9,0,0,1,0,0,43,70,72,2,43,51,2,36,72,0,28,16,0,0,1,0,0
1,Alex Morono,Donald Cerrone,33,71,72,5,41,58,0,22,50,0,23,9,0,0,1,0,0,40,73,73,4,46,53,1,33,73,1,36,17,0,0,1,0,0
1,Alex Morono,Rhys McKee,33,71,72,5,41,58,0,22,50,0,23,9,0,0,1,0,0,28,74,78,6,48,44,0,0,33,0,10,5,1,0,1,0,0
