wl,fighterx,fightery,agex,heightx,reachx,slpmx,stacx,sapmx,tdavgx,tdaccx,tddefx,subavgx,winsx,lossesx,drawsx,stanceopenstancex,stanceorthodoxx,stancesouthpawx,stanceswitchx,agey,heighty,reachy,slpmy,stacy,sapmy,tdavgy,tdaccy,tddefy,subavgy,winsy,lossesy,drawsy,stanceopenstancey,stanceorthodoxy,stancesouthpawy,stanceswitchy
1,Neil Magny,Robbie Lawler,36,75,80,3,46,52,2,40,54,0,29,12,0,0,1,0,0,41,71,74,3,47,59,0,64,65,0,30,16,0,0,0,1,0
1,Neil Magny,Max Griffin,36,75,80,3,46,52,2,40,54,0,29,12,0,0,1,0,0,38,71,76,3,49,57,1,41,68,0,20,10,0,0,1,0,0
0,Neil Magny,Santiago Ponzinibbio,36,75,80,3,46,52,2,40,54,0,29,12,0,0,1,0,0,37,72,73,4,41,61,0,30,60,0,30,7,0,0,1,0,0
1,Neil Magny,Kiichi Kunimoto,36,75,80,3,46,52,2,40,54,0,29,12,0,0,1,0,0,42,70,71,1,44,41,1,20,28,0,18,7,2,0,1,0,0
1,Neil Magny,Li Jingliang,36,75,80,3,46,52,2,40,54,0,29,12,0,0,1,0,0,35,72,71,4,42,57,1,41,60,0,19,8,0,0,1,0,0
1,Neil Magny,William Macario,36,75,80,3,46,52,2,40,54,0,29,12,0,0,1,0,0,32,71,75,4,54,65,1,45,78,0,9,3,0,0,1,0,0
1,Neil Magny,Hyun Gyu Lim,36,75,80,3,46,52,2,40,54,0,29,12,0,0,1,0,0,39,75,77,4,41,51,0,10,73,0,13,7,1,0,1,0,0
0,Neil Magny,Sergio Moraes,36,75,80,3,46,52,2,40,54,0,29,12,0,0,1,0,0,41,72,72,2,42,59,1,38,75,0,14,6,1,0,1,0,0
0,Neil Magny,Demian Maia,36,75,80,3,46,52,2,40,54,0,29,12,0,0,1,0,0,46,73,72,1,43,63,2,24,61,1,28,11,0,0,0,1,0
1,Neil Magny,Gasan Umalatov,36,75,80,3,46,52,2,40,54,0,29,12,0,0,1,0,0,41,71,71,2,39,59,0,17,90,0,17,4,2,0,1,0,0
1,Neil Magny,Johny Hendricks,36,75,80,3,46,52,2,40,54,0,29,12,0,0,1,0,0,40,69,69,3,45,53,3,46,63,0,18,8,0,0,0,1,0
1,Neil Magny,Carlos Condit,36,75,80,3,46,52,2,40,54,0,29,12,0,0,1,0,0,39,74,75,3,39,55,0,46,38,1,32,14,0,0,1,0,0
0,Neil Seery,Kyoji Horiguchi,44,64,64,3,41,58,0,27,53,1,16,13,0,0,1,0,0,33,65,66,3,45,62,2,44,55,0,19,2,0,0,1,0,0
1,Nicco Montano,Roxanne Modafferi,35,65,65,5,41,64,2,54,69,0,5,3,0,0,0,1,0,41,67,69,3,30,51,1,23,30,0,25,21,0,0,1,0,0
1,Nicholas Musoke,Alessio Sakara,37,72,75,3,35,57,1,19,82,0,13,5,0,0,1,0,0,42,72,72,3,47,59,2,78,62,0,19,11,0,0,1,0,0
1,Nicholas Musoke,Alexander Yakovlev,37,72,75,3,35,57,1,19,82,0,13,5,0,0,1,0,0,39,75,74,1,47,58,1,35,72,0,24,10,1,0,0,1,0
0,Nicholas Musoke,Kelvin Gastelum,37,72,75,3,35,57,1,19,82,0,13,5,0,0,1,0,0,32,69,71,3,41,58,0,30,59,0,18,9,0,0,0,1,0
0,Nick Catone,TJ Waldburger,42,72,72,2,44,63,3,44,83,0,10,4,0,0,0,1,0,35,71,75,2,51,40,3,46,40,4,16,9,0,0,1,0,0
0,Nick Catone,Chris Camozzi,42,72,72,2,44,63,3,44,83,0,10,4,0,0,0,1,0,37,74,75,3,44,56,0,19,57,0,24,13,0,0,1,0,0
1,Nick Catone,Constantinos Philippou,42,72,72,2,44,63,3,44,83,0,10,4,0,0,0,1,0,44,71,73,2,35,54,0,42,65,0,13,5,0,0,1,0,0
1,Nick Catone,Tom Watson,42,72,72,2,44,63,3,44,83,0,10,4,0,0,0,1,0,41,73,73,4,44,50,0,7,43,0,17,9,0,0,1,0,0
1,Nick Diaz,Robbie Lawler,40,73,76,5,42,59,1,32,60,1,26,10,0,0,0,1,0,41,71,74,3,47,59,0,64,65,0,30,16,0,0,0,1,0
0,Nick Diaz,Diego Sanchez,40,73,76,5,42,59,1,32,60,1,26,10,0,0,0,1,0,42,70,72,2,37,56,1,24,46,0,31,13,0,0,0,1,0
0,Nick Diaz,Karo Parisyan,40,73,76,5,42,59,1,32,60,1,26,10,0,0,0,1,0,41,70,72,2,41,58,5,59,59,1,24,11,0,0,1,0,0
0,Nick Diaz,Carlos Condit,40,73,76,5,42,59,1,32,60,1,26,10,0,0,0,1,0,39,74,75,3,39,55,0,46,38,1,32,14,0,0,1,0,0
0,Nick Diaz,Robbie Lawler,40,73,76,5,42,59,1,32,60,1,26,10,0,0,0,1,0,41,71,74,3,47,59,0,64,65,0,30,16,0,0,0,1,0
1,Nick Diaz,Gleison Tibau,40,73,76,5,42,59,1,32,60,1,26,10,0,0,0,1,0,40,70,71,1,31,63,4,53,92,0,33,14,0,0,0,1,0
0,Nick Fiore,Mateusz Rebecki,26,70,72,2,46,42,2,45,71,0,6,2,0,0,1,0,0,31,67,66,5,53,63,4,72,66,1,18,1,0,0,0,1,0
0,Nick Fiore,Chase Hooper,26,70,72,2,46,42,2,45,71,0,6,2,0,0,1,0,0,24,73,74,4,51,36,1,22,55,2,13,3,1,0,0,1,0
0,Nick Hein,Davi Ramos,39,66,66,2,35,59,0,33,83,0,14,5,0,0,0,1,0,37,66,70,2,37,56,1,40,83,0,10,4,0,0,1,0,0
1,Nick Hein,Tae Hyun Bang,39,66,66,2,35,59,0,33,83,0,14,5,0,0,0,1,0,40,69,71,2,38,66,0,33,57,0,18,10,0,0,0,0,1
1,Nick Maximov,Punahele Soriano,26,72,76,1,45,46,4,45,35,0,8,2,0,0,0,1,0,31,71,72,3,45,48,0,40,33,0,9,4,0,0,0,1,0
1,Nick Maximov,Cody Brundage,26,72,76,1,45,46,4,45,35,0,8,2,0,0,0,1,0,29,72,72,1,55,43,2,52,73,1,10,5,0,0,1,0,0
1,Nick Osipczak,Matthew Riddle,39,74,76,2,50,50,1,45,71,1,6,3,0,0,1,0,0,38,73,76,3,42,54,3,50,89,0,8,3,0,0,0,1,0
0,Nick Ring,Caio Magalhaes,45,72,74,3,42,62,1,36,52,0,14,4,0,0,0,1,0,36,73,73,2,40,56,1,15,58,1,10,3,0,0,1,0,0
1,Nick Ring,James Head,45,72,74,3,42,62,1,36,52,0,14,4,0,0,0,1,0,40,73,73,2,48,49,0,10,66,0,9,4,0,0,1,0,0
1,Nick Ring,Court McGee,45,72,74,3,42,62,1,36,52,0,14,4,0,0,0,1,0,39,71,75,4,37,60,1,25,69,0,22,12,0,0,1,0,0
0,Nick Thompson,Karo Parisyan,42,73,74,1,42,49,1,10,35,2,38,14,1,0,1,0,0,41,70,72,2,41,58,5,59,59,1,24,11,0,0,1,0,0
1,Nicolae Negumereanu,Ike Villanueva,29,72,78,3,41,39,1,28,62,0,13,2,0,0,1,0,0,39,73,73,3,38,36,0,50,10,0,18,14,0,0,1,0,0
0,Nicolae Negumereanu,Saparbeg Safarov,29,72,78,3,41,39,1,28,62,0,13,2,0,0,1,0,0,37,73,78,4,48,47,2,41,33,0,9,3,0,0,1,0,0
0,Nicolae Negumereanu,Carlos Ulberg,29,72,78,3,41,39,1,28,62,0,13,2,0,0,1,0,0,33,76,77,7,59,52,0,75,75,0,10,1,0,0,1,0,0
0,Nicolas Dalby,Peter Sobotta,39,71,74,4,43,52,1,30,60,0,23,4,1,0,1,0,0,37,72,75,2,40,58,1,32,77,0,17,7,1,0,0,1,0
1,Nicolas Dalby,Daniel Rodriguez,39,71,74,4,43,52,1,30,60,0,23,4,1,0,1,0,0,37,73,74,7,50,56,0,50,63,0,17,4,0,0,0,1,0
1,Nicolas Dalby,Warlley Alves,39,71,74,4,43,52,1,30,60,0,23,4,1,0,1,0,0,33,71,72,3,48,50,1,50,80,0,15,7,0,0,1,0,0
1,Nicolas Dalby,Gabriel Bonfim,39,71,74,4,43,52,1,30,60,0,23,4,1,0,1,0,0,26,73,72,4,40,59,4,71,10,3,15,1,0,0,1,0,0
1,Nicolas Dalby,Muslim Salikhov,39,71,74,4,43,52,1,30,60,0,23,4,1,0,1,0,0,39,71,70,3,51,62,1,40,73,0,19,5,0,0,1,0,0
1,Nicolas Dalby,Claudio Silva,39,71,74,4,43,52,1,30,60,0,23,4,1,0,1,0,0,41,71,71,2,42,46,2,26,44,1,14,4,0,0,0,1,0
0,Nik Lentz,Islam Makhachev,39,68,68,3,47,50,3,32,43,1,30,12,2,0,1,0,0,32,70,70,2,60,61,3,60,90,1,25,1,0,0,0,1,0
1,Nik Lentz,Hacran Dias,39,68,68,3,47,50,3,32,43,1,30,12,2,0,1,0,0,39,68,69,2,41,55,2,39,76,0,23,6,1,0,1,0,0
0,Nik Lentz,Evan Dunham,39,68,68,3,47,50,3,32,43,1,30,12,2,0,1,0,0,42,70,70,5,39,61,1,33,79,1,18,9,1,0,0,1,0
0,Nik Lentz,Thiago Tavares,39,68,68,3,47,50,3,32,43,1,30,12,2,0,1,0,0,39,67,70,2,40,62,3,42,62,1,21,7,1,0,1,0,0
0,Nik Lentz,David Teymur,39,68,68,3,47,50,3,32,43,1,30,12,2,0,1,0,0,34,69,73,4,43,55,0,33,77,0,8,2,0,0,0,1,0
0,Nik Lentz,Charles Oliveira,39,68,68,3,47,50,3,32,43,1,30,12,2,0,1,0,0,34,70,74,3,53,51,2,40,55,2,34,9,0,0,1,0,0
1,Nik Lentz,Gray Maynard,39,68,68,3,47,50,3,32,43,1,30,12,2,0,1,0,0,44,69,70,1,32,66,2,47,81,0,13,7,1,0,1,0,0
1,Nik Lentz,Andre Winner,39,68,68,3,47,50,3,32,43,1,30,12,2,0,1,0,0,42,71,73,2,33,51,0,0,74,0,21,11,2,0,1,0,0
0,Nik Lentz,Movsar Evloev,39,68,68,3,47,50,3,32,43,1,30,12,2,0,1,0,0,30,67,72,4,48,61,4,46,71,0,18,0,0,0,1,0,0
1,Nikita Krylov,Ryan Spann,31,75,77,4,55,44,2,38,53,1,30,9,0,0,1,0,0,32,77,79,3,40,45,1,35,47,1,21,9,0,0,1,0,0
1,Nikita Krylov,Cody Donovan,31,75,77,4,55,44,2,38,53,1,30,9,0,0,1,0,0,43,75,74,5,59,45,1,28,0,1,8,5,0,0,1,0,0
0,Nikita Krylov,Ovince Saint Preux,31,75,77,4,55,44,2,38,53,1,30,9,0,0,1,0,0,40,75,80,2,47,46,1,38,66,0,26,17,0,0,0,1,0
0,Nikita Krylov,Paul Craig,31,75,77,4,55,44,2,38,53,1,30,9,0,0,1,0,0,36,75,76,2,46,45,1,22,37,1,17,7,1,0,1,0,0
0,Nikita Krylov,Jan Blachowicz,31,75,77,4,55,44,2,38,53,1,30,9,0,0,1,0,0,41,74,78,3,50,53,1,50,68,0,29,10,1,0,1,0,0
1,Nikita Krylov,Alexander Gustafsson,31,75,77,4,55,44,2,38,53,1,30,9,0,0,1,0,0,37,77,79,4,40,51,1,39,83,0,18,8,0,0,1,0,0
0,Niklas Stolze,Jared Gooden,31,73,74,2,48,49,0,10,55,0,12,6,0,0,0,0,1,30,72,77,5,49,48,0,10,65,0,23,9,0,0,1,0,0
0,Niko Price,Michel Pereira,34,72,76,5,42,48,0,20,64,0,15,7,0,0,1,0,0,30,73,73,5,53,58,1,55,94,0,29,11,0,0,1,0,0
1,Niko Price,James Vick,34,72,76,5,42,48,0,20,64,0,15,7,0,0,1,0,0,37,75,76,4,39,60,0,33,57,0,13,5,0,0,1,0,0
0,Niko Price,Abdul Razak Alhassan,34,72,76,5,42,48,0,20,64,0,15,7,0,0,1,0,0,38,70,73,3,48,55,0,38,50,0,12,6,0,0,1,0,0
1,Niko Price,George Sullivan,34,72,76,5,42,48,0,20,64,0,15,7,0,0,1,0,0,42,72,73,3,39,57,1,20,38,0,17,7,0,0,1,0,0
1,Niko Price,Tim Means,34,72,76,5,42,48,0,20,64,0,15,7,0,0,1,0,0,40,74,75,5,49,60,1,42,65,0,33,15,1,0,1,0,0
1,Niko Price,Alex Oliveira,34,72,76,5,42,48,0,20,64,0,15,7,0,0,1,0,0,36,71,76,2,51,46,2,38,63,0,22,12,1,0,1,0,0
0,Niko Price,Geoff Neal,34,72,76,5,42,48,0,20,64,0,15,7,0,0,1,0,0,33,71,75,4,50,57,0,44,87,0,15,6,0,0,0,1,0
1,Nikolas Motta,Tom Nolan,31,69,70,3,33,51,0,0,82,0,14,5,0,0,1,0,0,23,75,73,10,56,47,0,0,0,0,6,1,0,0,0,1,0
0,Nikolas Motta,Manuel Torres,31,69,70,3,33,51,0,0,82,0,14,5,0,0,1,0,0,28,70,73,8,58,56,3,66,88,1,15,2,0,0,0,0,1
0,Nina Nunes,Juliana Lima,38,65,64,4,45,55,0,33,73,0,11,7,0,0,1,0,0,41,65,65,1,44,55,1,31,70,0,9,5,0,0,1,0,0
1,Nina Nunes,Cynthia Calvillo,38,65,64,4,45,55,0,33,73,0,11,7,0,0,1,0,0,36,64,64,4,38,64,1,44,77,0,9,6,1,0,1,0,0
0,Nina Nunes,Mackenzie Dern,38,65,64,4,45,55,0,33,73,0,11,7,0,0,1,0,0,30,64,63,3,40,51,0,15,28,1,13,5,0,0,1,0,0
1,Nina Nunes,Angela Hill,38,65,64,4,45,55,0,33,73,0,11,7,0,0,1,0,0,39,63,64,5,50,61,0,34,75,0,16,13,0,0,1,0,0
0,Noad Lahat,Godofredo Pepey,39,69,69,2,46,63,2,26,16,2,11,2,0,0,1,0,0,36,67,73,2,38,47,0,7,35,1,13,6,0,0,1,0,0
0,Nohelin Hernandez,Jack Shore,30,70,71,1,34,52,0,50,37,0,9,4,0,0,1,0,0,29,68,71,3,58,57,3,40,79,0,17,1,0,0,1,0,0
0,Nohelin Hernandez,Marlon Vera,30,70,71,1,34,52,0,50,37,0,9,4,0,0,1,0,0,31,68,70,4,50,51,0,39,70,0,21,8,1,0,0,0,1
1,Nora Cornolle,Joselyne Edwards,34,67,67,2,51,57,0,0,37,0,7,1,0,0,1,0,0,28,68,70,4,52,50,1,33,64,0,13,5,0,0,1,0,0
0,Nordine Taleb,Sean Strickland,42,73,74,3,51,66,1,76,73,0,15,7,0,0,1,0,0,33,73,76,5,41,62,0,64,77,0,28,6,0,0,1,0,0
1,Nordine Taleb,Danny Roberts,42,73,74,3,51,66,1,76,73,0,15,7,0,0,1,0,0,36,73,74,3,39,50,0,9,57,0,18,8,0,0,0,1,0
0,Nordine Taleb,Muslim Salikhov,42,73,74,3,51,66,1,76,73,0,15,7,0,0,1,0,0,39,71,70,3,51,62,1,40,73,0,19,5,0,0,1,0,0
0,Nordine Taleb,Warlley Alves,42,73,74,3,51,66,1,76,73,0,15,7,0,0,1,0,0,33,71,72,3,48,50,1,50,80,0,15,7,0,0,1,0,0
1,Nordine Taleb,Vik Grujic,42,73,74,3,51,66,1,76,73,0,15,7,0,0,1,0,0,47,71,73,2,48,41,1,33,26,0,6,6,0,0,1,0,0
1,Norma Dumont,Aspen Ladd,33,67,67,3,49,66,1,64,72,0,10,2,0,0,1,0,0,29,66,66,3,47,47,1,47,62,0,9,3,0,0,1,0,0
0,Norma Dumont,Megan Anderson,33,67,67,3,49,66,1,64,72,0,10,2,0,0,1,0,0,34,72,72,1,46,37,0,25,53,0,11,5,0,0,1,0,0
1,Norma Dumont,Ashlee Evans-Smith,33,67,67,3,49,66,1,64,72,0,10,2,0,0,1,0,0,36,68,67,4,34,53,0,22,50,0,6,6,0,0,1,0,0
1,Norma Dumont,Felicia Spencer,33,67,67,3,49,66,1,64,72,0,10,2,0,0,1,0,0,33,66,68,3,48,45,1,18,27,0,9,3,0,0,1,0,0
1,Norma Dumont,Danyelle Wolf,33,67,67,3,49,66,1,64,72,0,10,2,0,0,1,0,0,40,71,70,2,25,47,0,0,77,0,1,1,0,0,1,0,0
0,Norman Parke,Gleison Tibau,37,71,70,3,35,64,1,26,77,0,23,6,1,0,0,1,0,40,70,71,1,31,63,4,53,92,0,33,14,0,0,0,1,0
1,Norman Parke,Reza Madadi,37,71,70,3,35,64,1,26,77,0,23,6,1,0,0,1,0,45,71,73,2,46,66,3,33,89,0,14,6,0,0,1,0,0
0,Norman Parke,Rustam Khabilov,37,71,70,3,35,64,1,26,77,0,23,6,1,0,0,1,0,37,68,73,1,34,65,3,41,61,0,24,4,0,0,1,0,0
1,Norman Parke,Naoyuki Kotani,37,71,70,3,35,64,1,26,77,0,23,6,1,0,0,1,0,42,68,66,1,31,50,0,16,46,0,34,14,7,0,0,1,0
0,Norman Parke,Leonardo Santos,37,71,70,3,35,64,1,26,77,0,23,6,1,0,0,1,0,44,72,75,2,46,54,0,25,86,0,18,7,1,0,1,0,0
1,Nurullo Aliev,Rafael Alves,23,70,72,2,51,59,3,44,0,0,9,0,0,0,1,0,0,33,68,68,1,48,58,0,25,44,1,20,12,0,0,1,0,0
1,Oban Elliott,Val Woodburn,26,72,72,4,53,61,3,50,0,0,10,2,0,0,1,0,0,30,68,74,1,35,36,1,10,50,0,7,2,0,0,1,0,0
1,Ode Osbourne,CJ Vergara,32,67,73,3,39,45,1,27,68,0,12,6,0,0,0,1,0,32,66,68,6,57,53,0,0,74,0,12,4,1,0,1,0,0
0,Ode Osbourne,Assu Almabayev,32,67,73,3,39,45,1,27,68,0,12,6,0,0,0,1,0,30,64,65,3,65,77,3,40,0,3,18,2,0,0,1,0,0
1,Ode Osbourne,Zarrukh Adashev,32,67,73,3,39,45,1,27,68,0,12,6,0,0,0,1,0,31,65,65,3,40,64,0,0,10,0,4,4,0,0,0,1,0
0,Ode Osbourne,Brian Kelleher,32,67,73,3,39,45,1,27,68,0,12,6,0,0,0,1,0,37,66,66,3,41,54,1,41,60,0,24,15,0,0,0,0,1
1,Ode Osbourne,Charles Johnson,32,67,73,3,39,45,1,27,68,0,12,6,0,0,0,1,0,33,69,70,4,55,59,0,23,63,0,14,6,0,0,0,0,1
0,Oliver Enkamp,Danny Roberts,32,72,77,2,36,37,0,16,0,0,7,2,0,0,0,0,1,36,73,74,3,39,50,0,9,57,0,18,8,0,0,0,1,0
0,Oliver Enkamp,Nordine Taleb,32,72,77,2,36,37,0,16,0,0,7,2,0,0,0,0,1,42,73,74,3,51,66,1,76,73,0,15,7,0,0,1,0,0
0,Olivier Aubin-Mercier,Alexander Hernandez,35,69,70,2,51,55,2,33,70,0,11,5,0,0,0,1,0,31,69,72,4,41,56,1,31,60,0,14,7,0,0,1,0,0
1,Olivier Aubin-Mercier,Anthony Rocco Martin,35,69,70,2,51,55,2,33,70,0,11,5,0,0,0,1,0,34,72,73,2,37,58,0,27,68,1,17,6,0,0,1,0,0
1,Olivier Aubin-Mercier,Evan Dunham,35,69,70,2,51,55,2,33,70,0,11,5,0,0,0,1,0,42,70,70,5,39,61,1,33,79,1,18,9,1,0,0,1,0
1,Olivier Aubin-Mercier,Thibault Gouti,35,69,70,2,51,55,2,33,70,0,11,5,0,0,0,1,0,37,70,72,3,34,50,1,80,83,0,12,5,0,0,1,0,0
1,Olivier Aubin-Mercier,Drew Dober,35,69,70,2,51,55,2,33,70,0,11,5,0,0,0,1,0,35,68,70,4,40,51,0,18,56,0,27,13,0,0,0,1,0
1,Oluwale Bamgbose,Daniel Sarafian,36,71,78,2,48,55,0,33,37,0,6,4,0,0,0,0,1,41,69,73,2,46,58,0,7,53,0,10,6,0,0,1,0,0
0,Oluwale Bamgbose,Uriah Hall,36,71,78,2,48,55,0,33,37,0,6,4,0,0,0,0,1,39,72,79,3,48,54,0,38,64,0,18,11,0,0,1,0,0
1,Omar Morales,Shane Young,38,71,73,3,40,58,0,10,63,0,11,4,0,0,1,0,0,30,68,72,5,40,52,0,18,64,0,13,8,0,0,1,0,0
1,Omar Morales,Dong Hyun Ma,38,71,73,3,40,58,0,10,63,0,11,4,0,0,1,0,0,35,71,70,2,41,54,1,53,33,0,16,11,3,0,1,0,0
0,Omari Akhmedov,Sergio Moraes,36,72,73,2,34,55,2,45,65,0,21,6,1,0,1,0,0,41,72,72,2,42,59,1,38,75,0,14,6,1,0,1,0,0
0,Omari Akhmedov,Brad Tavares,36,72,73,2,34,55,2,45,65,0,21,6,1,0,1,0,0,36,73,74,3,43,55,0,26,81,0,20,10,0,0,1,0,0
1,Omari Akhmedov,Tom Breese,36,72,73,2,34,55,2,45,65,0,21,6,1,0,1,0,0,32,75,73,3,50,60,0,0,70,1,12,3,0,0,0,1,0
1,Omari Akhmedov,Abdul Razak Alhassan,36,72,73,2,34,55,2,45,65,0,21,6,1,0,1,0,0,38,70,73,3,48,55,0,38,50,0,12,6,0,0,1,0,0
0,Orion Cosce,Gilbert Urbina,29,71,71,2,53,44,1,40,61,0,8,2,0,0,0,0,1,27,75,75,5,57,44,3,44,0,0,7,4,0,0,1,0,0
0,Orion Cosce,Phil Rowe,29,71,71,2,53,44,1,40,61,0,8,2,0,0,0,0,1,33,75,80,3,52,54,0,40,59,0,10,4,0,0,1,0,0
1,Oskar Piechota,Tim Williams,34,72,76,3,52,51,0,40,38,1,11,3,1,0,0,1,0,37,74,76,3,38,48,1,40,10,0,15,5,0,0,1,0,0
0,Oskar Piechota,Gerald Meerschaert,34,72,76,3,52,51,0,40,38,1,11,3,1,0,0,1,0,36,73,77,3,44,53,2,37,34,1,35,17,0,0,0,1,0
1,Oskar Piechota,Jonathan Wilson,34,72,76,3,52,51,0,40,38,1,11,3,1,0,0,1,0,36,74,75,2,48,56,0,10,80,0,7,3,0,0,0,1,0
0,Ottman Azaitar,Francisco Prado,34,68,71,5,51,48,0,0,10,0,13,2,0,0,0,0,1,21,70,69,4,41,52,0,0,25,0,12,2,0,0,1,0,0
1,Ottman Azaitar,Teemu Packalen,34,68,71,5,51,48,0,0,10,0,13,2,0,0,0,0,1,36,73,75,2,54,47,2,25,10,1,8,3,0,0,1,0,0
1,Ottman Azaitar,Khama Worthy,34,68,71,5,51,48,0,0,10,0,13,2,0,0,0,0,1,37,71,74,4,48,46,0,0,57,0,16,9,0,0,1,0,0
0,Ottman Azaitar,Matt Frevola,34,68,71,5,51,48,0,0,10,0,13,2,0,0,0,0,1,33,69,71,3,42,59,2,40,42,0,11,4,1,0,1,0,0
0,Ovince Saint Preux,Ben Rothwell,40,75,80,2,47,46,1,38,66,0,26,17,0,0,0,1,0,42,76,78,3,42,47,0,34,70,0,39,14,0,0,1,0,0
1,Ovince Saint Preux,Tyson Pedro,40,75,80,2,47,46,1,38,66,0,26,17,0,0,0,1,0,32,75,79,3,61,54,0,36,52,0,10,4,0,0,1,0,0
0,Ovince Saint Preux,Jon Jones,40,75,80,2,47,46,1,38,66,0,26,17,0,0,0,1,0,36,76,84,4,57,64,1,45,95,0,27,1,0,0,1,0,0
0,Ovince Saint Preux,Ryan Bader,40,75,80,2,47,46,1,38,66,0,26,17,0,0,0,1,0,40,74,74,2,43,71,3,44,80,0,23,5,0,0,1,0,0
1,Ovince Saint Preux,Mauricio Rua,40,75,80,2,47,46,1,38,66,0,26,17,0,0,0,1,0,42,73,76,3,50,54,2,48,49,0,27,14,1,0,1,0,0
0,Ovince Saint Preux,Jimi Manuwa,40,75,80,2,47,46,1,38,66,0,26,17,0,0,0,1,0,44,73,79,3,54,49,0,18,70,0,17,6,0,0,1,0,0
0,Ovince Saint Preux,Jamahal Hill,40,75,80,2,47,46,1,38,66,0,26,17,0,0,0,1,0,32,76,79,7,54,47,0,0,73,0,12,1,0,0,0,1,0
0,Ovince Saint Preux,Tanner Boser,40,75,80,2,47,46,1,38,66,0,26,17,0,0,0,1,0,32,74,75,4,52,58,0,0,63,0,21,10,1,0,1,0,0
1,Ovince Saint Preux,Rafael Cavalcante,40,75,80,2,47,46,1,38,66,0,26,17,0,0,0,1,0,43,73,74,2,53,49,0,40,63,0,12,7,0,0,1,0,0
1,Ovince Saint Preux,Gian Villante,40,75,80,2,47,46,1,38,66,0,26,17,0,0,0,1,0,38,75,76,4,44,55,0,23,83,0,17,14,0,0,1,0,0
0,Ovince Saint Preux,Nikita Krylov,40,75,80,2,47,46,1,38,66,0,26,17,0,0,0,1,0,31,75,77,4,55,44,2,38,53,1,30,9,0,0,1,0,0
1,Ovince Saint Preux,Corey Anderson,40,75,80,2,47,46,1,38,66,0,26,17,0,0,0,1,0,34,75,79,4,46,59,4,50,83,0,14,5,0,0,1,0,0
0,Pablo Garza,Diego Brandao,40,73,73,3,44,50,0,25,15,1,12,4,0,0,1,0,0,36,67,64,2,47,62,3,68,80,0,22,11,0,0,1,0,0
0,Pablo Garza,Dustin Poirier,40,73,73,3,44,50,0,25,15,1,12,4,0,0,1,0,0,35,69,72,5,50,53,1,36,63,1,29,8,0,0,0,1,0
1,Pablo Garza,Fredson Paixao,40,73,73,3,44,50,0,25,15,1,12,4,0,0,1,0,0,44,66,66,1,54,62,0,11,10,2,10,5,0,0,1,0,0
1,Paddy Pimblett,Jordan Leavitt,29,70,73,5,52,41,0,25,56,1,21,3,0,0,1,0,0,28,69,71,2,61,57,2,25,30,1,11,3,0,0,0,1,0
1,Paddy Pimblett,Jared Gordon,29,70,73,5,52,41,0,25,56,1,21,3,0,0,1,0,0,35,69,68,5,57,57,1,40,62,0,20,6,0,0,1,0,0
1,Paige VanZant,Felice Herrig,29,64,65,3,52,42,1,33,34,1,8,5,0,0,1,0,0,39,64,65,3,37,48,1,28,75,0,14,10,0,0,1,0,0
1,Paige VanZant,Bec Rawlings,29,64,65,3,52,42,1,33,34,1,8,5,0,0,1,0,0,35,66,64,4,42,57,0,40,68,0,7,8,0,0,1,0,0
1,Paige VanZant,Kailin Curran,29,64,65,3,52,42,1,33,34,1,8,5,0,0,1,0,0,32,64,65,3,43,53,2,57,61,0,4,5,0,0,1,0,0
0,Paige VanZant,Michelle Waterson-Gomez,29,64,65,3,52,42,1,33,34,1,8,5,0,0,1,0,0,38,63,62,3,46,49,1,32,70,0,18,12,0,0,1,0,0
0,Paige VanZant,Jessica-Rose Clark,29,64,65,3,52,42,1,33,34,1,8,5,0,0,1,0,0,36,65,64,3,51,58,1,42,62,0,11,9,0,0,1,0,0
1,Pannie Kianzad,Bethe Correia,32,67,66,4,49,53,0,30,71,0,17,7,0,0,1,0,0,40,65,64,4,43,56,0,18,85,0,11,6,1,0,1,0,0
1,Pannie Kianzad,Jessica-Rose Clark,32,67,66,4,49,53,0,30,71,0,17,7,0,0,1,0,0,36,65,64,3,51,58,1,42,62,0,11,9,0,0,1,0,0
0,Pannie Kianzad,Macy Chiasson,32,67,66,4,49,53,0,30,71,0,17,7,0,0,1,0,0,32,71,72,3,44,46,2,34,64,0,9,3,0,0,1,0,0
0,Pannie Kianzad,Raquel Pennington,32,67,66,4,49,53,0,30,71,0,17,7,0,0,1,0,0,35,67,67,4,52,60,0,27,63,0,16,9,0,0,1,0,0
0,Pannie Kianzad,Ketlen Vieira,32,67,66,4,49,53,0,30,71,0,17,7,0,0,1,0,0,32,68,68,3,41,51,1,44,92,0,14,3,0,0,1,0,0
1,Pannie Kianzad,Lina Lansberg,32,67,66,4,49,53,0,30,71,0,17,7,0,0,1,0,0,41,67,65,2,55,44,0,27,47,0,10,8,0,0,1,0,0
0,Parker Porter,Justin Tafa,38,72,75,6,50,51,1,26,66,0,14,9,0,0,1,0,0,30,72,74,5,55,49,0,0,10,0,7,3,0,0,0,1,0
0,Parker Porter,Junior Tafa,38,72,75,6,50,51,1,26,66,0,14,9,0,0,1,0,0,27,75,75,1,40,50,0,0,81,0,5,2,0,0,1,0,0
0,Parker Porter,Chris Daukaus,38,72,75,6,50,51,1,26,66,0,14,9,0,0,1,0,0,34,75,76,6,50,55,0,0,10,0,12,7,0,0,1,0,0
